58.858968, 56.655564
58.843387, 56.675120
58.833819, 56.670720
58.832045, 56.692721
58.841549, 56.711055
58.839142, 56.717655
58.821650, 56.716189
58.815057, 56.701277
58.810364, 56.706900
58.808843, 56.719611
58.800724, 56.720344
58.801993, 56.735501
58.793366, 56.748457
58.779025, 56.747479
58.744607, 56.777302
58.728995, 56.756993
58.719332, 56.757726
58.714118, 56.751126
58.713991, 56.793416
58.724545, 56.791950
58.723274, 56.808084
58.713737, 56.808573
58.714372, 56.822018
58.709412, 56.827151
58.705469, 56.864797
58.710557, 56.877264
58.713101, 56.906843
58.701907, 56.936178
58.750091, 57.008292
58.746787, 57.024181
58.753775, 57.029559
58.763047, 57.024915
58.788311, 57.114385
58.785011, 57.128563
58.795924, 57.135897
58.791102, 57.150809
58.803480, 57.181311
58.835178, 57.157110
58.863934, 57.192067
58.865074, 57.224824
58.855576, 57.249270
58.840500, 57.254033
58.835811, 57.282878
58.825925, 57.303901
58.838092, 57.320524
58.837712, 57.334703
58.809441, 57.373327
58.812675, 57.393768
58.823918, 57.410442
58.840440, 57.406181
58.850618, 57.423966
58.865495, 57.433044
58.872787, 57.468276
58.865495, 57.485320
58.867510, 57.497176
58.863576, 57.529597
58.869333, 57.543307
58.862904, 57.561277
58.866934, 57.580915
58.865303, 57.595180
58.859929, 57.604999
58.860888, 57.609630
58.867798, 57.617411
58.862712, 57.646127
58.842456, 57.676880
58.844379, 57.692435
58.852540, 57.718371
58.858395, 57.728931
58.861274, 57.733192
58.861485, 57.745026
58.855104, 57.755672
58.849610, 57.756653
58.847086, 57.751075
58.846895, 57.742288
58.840262, 57.739287
58.833686, 57.752906
58.841789, 57.759588
58.839059, 57.775104
58.834714, 57.783654
58.834861, 57.793281






























